,ID,IdMeeting,Language,Modified,SortOrder,VerbalixOid
0,124,10,FR,2015-11-09T11:48:21.24,1,6552
1,125,10,FR,2015-11-09T11:48:21.25,2,6724
2,126,10,FR,2015-11-09T11:48:21.283,7,7242
3,127,10,FR,2015-11-09T11:48:21.283,3,6763
4,128,10,FR,2015-11-09T11:48:21.287,6,6790
5,129,10,FR,2015-11-09T11:48:21.29,5,6782
6,130,10,FR,2015-11-09T11:48:21.29,4,6766
7,131,11,FR,2015-11-09T11:48:21.773,4,7053
8,132,11,FR,2015-11-09T11:48:21.777,2,6912
9,133,11,FR,2015-11-09T11:48:21.83,3,7049
10,134,11,FR,2015-11-09T11:48:21.833,39,7394
11,135,11,FR,2015-11-09T11:48:21.833,35,7392
12,136,11,FR,2015-11-09T11:48:21.837,36,7393
13,137,11,FR,2015-11-09T11:48:21.84,6,7060
14,138,11,FR,2015-11-09T11:48:21.843,5,7057
15,139,11,FR,2015-11-09T11:48:21.843,28,7383
16,140,11,FR,2015-11-09T11:48:21.847,34,7389
17,141,11,FR,2015-11-09T11:48:21.85,33,7388
18,142,11,FR,2015-11-09T11:48:21.853,38,7391
19,143,11,FR,2015-11-09T11:48:21.853,37,7390
20,144,11,FR,2015-11-09T11:48:21.857,30,7385
21,145,11,FR,2015-11-09T11:48:21.86,29,7384
22,146,11,FR,2015-11-09T11:48:21.863,32,7387
23,147,11,FR,2015-11-09T11:48:21.867,31,7386
24,148,11,FR,2015-11-09T11:48:21.87,21,7347
25,149,11,FR,2015-11-09T11:48:21.87,20,7346
26,150,11,FR,2015-11-09T11:48:21.873,19,7345
27,151,11,FR,2015-11-09T11:48:21.877,24,7351
28,152,11,FR,2015-11-09T11:48:21.877,23,7350
29,153,11,FR,2015-11-09T11:48:21.88,22,7348
30,154,11,FR,2015-11-09T11:48:21.883,27,7354
31,155,11,FR,2015-11-09T11:48:21.887,26,7353
32,156,11,FR,2015-11-09T11:48:21.887,25,7352
33,157,11,FR,2015-11-09T11:48:21.89,18,7331
34,158,11,FR,2015-11-09T11:48:21.893,49,7209
35,159,11,FR,2015-11-09T11:48:21.893,53,7133
36,160,11,FR,2015-11-09T11:48:21.9,40,7332
37,161,11,FR,2015-11-09T11:48:21.9,50,7203
38,162,11,FR,2015-11-09T11:48:21.903,51,7122
39,163,11,FR,2015-11-09T11:48:21.91,48,7200
40,164,11,FR,2015-11-09T11:48:21.91,52,7125
41,165,11,FR,2015-11-09T11:48:21.92,43,7435
42,166,11,FR,2015-11-09T11:48:21.92,42,7434
43,167,11,FR,2015-11-09T11:48:21.923,41,7433
44,168,11,FR,2015-11-09T11:48:21.927,47,7439
45,169,11,FR,2015-11-09T11:48:21.927,46,7438
46,170,11,FR,2015-11-09T11:48:21.93,57,7150
47,171,11,FR,2015-11-09T11:48:21.93,45,7437
48,172,11,FR,2015-11-09T11:48:21.933,44,7436
49,173,11,FR,2015-11-09T11:48:21.937,54,7136
50,174,11,FR,2015-11-09T11:48:21.94,55,7139
51,175,11,FR,2015-11-09T11:48:21.94,56,7142
52,176,11,FR,2015-11-09T11:48:21.943,7,7299
53,177,11,FR,2015-11-09T11:48:21.947,17,7300
54,178,11,FR,2015-11-09T11:48:21.95,8,7301
55,179,11,FR,2015-11-09T11:48:21.95,15,7302
56,180,11,FR,2015-11-09T11:48:21.953,16,7303
57,181,11,FR,2015-11-09T11:48:21.957,1,6893
58,182,11,FR,2015-11-09T11:48:21.957,9,7304
59,183,11,FR,2015-11-09T11:48:21.96,10,7305
60,184,11,FR,2015-11-09T11:48:21.963,11,7306
61,185,11,FR,2015-11-09T11:48:21.963,14,7307
62,186,11,FR,2015-11-09T11:48:21.967,12,7308
63,187,11,FR,2015-11-09T11:48:21.97,13,7309
64,188,12,FR,2015-11-09T11:48:22.097,1,2200
65,189,12,FR,2015-11-09T11:48:22.097,2,2207
66,190,12,FR,2015-11-09T11:48:22.103,3,2196
67,191,13,FR,2015-11-09T11:48:22.273,2,2363
68,192,13,FR,2015-11-09T11:48:22.313,1,2316
69,193,14,FR,2015-11-09T11:48:22.573,6,2716
70,194,14,FR,2015-11-09T11:48:22.583,13,2855
71,195,14,FR,2015-11-09T11:48:22.59,9,2745
72,196,14,FR,2015-11-09T11:48:22.593,14,2863
73,197,14,FR,2015-11-09T11:48:22.6,4,2680
74,198,14,FR,2015-11-09T11:48:22.603,5,2706
75,199,14,FR,2015-11-09T11:48:22.607,11,2804
76,200,14,FR,2015-11-09T11:48:22.61,12,2839
77,201,14,FR,2015-11-09T11:48:22.617,8,2732
78,202,14,FR,2015-11-09T11:48:22.62,1,2560
79,203,14,FR,2015-11-09T11:48:22.63,3,2632
80,204,14,FR,2015-11-09T11:48:22.643,7,2726
81,205,14,FR,2015-11-09T11:48:22.65,10,2755
82,206,14,FR,2015-11-09T11:48:22.68,2,2603
83,207,15,FR,2015-11-09T11:48:22.82,1,2975
84,208,15,FR,2015-11-09T11:48:22.82,3,3031
85,209,15,FR,2015-11-09T11:48:22.827,2,2979
86,210,16,FR,2015-11-09T11:48:23.11,1,3715
87,211,16,FR,2015-11-09T11:48:23.11,4,4029
88,212,16,FR,2015-11-09T11:48:23.117,2,3724
89,213,16,FR,2015-11-09T11:48:23.12,3,3727
90,214,17,FR,2015-11-09T11:48:23.597,3,4929
91,215,17,FR,2015-11-09T11:48:23.6,2,4919
92,216,17,FR,2015-11-09T11:48:23.6,4,4932
93,217,17,FR,2015-11-09T11:48:23.607,1,4132
94,218,18,FR,2015-11-09T11:48:23.957,11,5522
95,219,18,FR,2015-11-09T11:48:23.96,9,5454
96,220,18,FR,2015-11-09T11:48:23.96,3,5421
97,221,18,FR,2015-11-09T11:48:23.963,8,5467
98,222,18,FR,2015-11-09T11:48:23.967,12,5525
99,223,18,FR,2015-11-09T11:48:23.97,1,5331
100,224,18,FR,2015-11-09T11:48:23.983,7,5499
101,225,18,FR,2015-11-09T11:48:23.983,2,5409
102,226,18,FR,2015-11-09T11:48:23.987,10,5494
103,227,18,FR,2015-11-09T11:48:23.99,6,5460
104,228,18,FR,2015-11-09T11:48:23.99,5,5442
105,229,18,FR,2015-11-09T11:48:23.993,4,5475
106,230,19,FR,2015-11-09T11:48:24.19,1,5912
107,231,19,FR,2015-11-09T11:48:24.223,3,6090
108,232,19,FR,2015-11-09T11:48:24.23,2,6143
109,233,20,FR,2015-11-09T11:48:24.443,2,6228
110,234,20,FR,2015-11-09T11:48:24.457,7,6365
111,235,20,FR,2015-11-09T11:48:24.46,8,6397
112,236,20,FR,2015-11-09T11:48:24.463,10,6468
113,237,20,FR,2015-11-09T11:48:24.47,11,6879
114,238,20,FR,2015-11-09T11:48:24.473,12,6499
115,239,20,FR,2015-11-09T11:48:24.473,5,6362
116,240,20,FR,2015-11-09T11:48:24.477,13,6511
117,241,20,FR,2015-11-09T11:48:24.48,6,6388
118,242,20,FR,2015-11-09T11:48:24.483,9,6444
119,243,20,FR,2015-11-09T11:48:24.487,1,6870
120,244,20,FR,2015-11-09T11:48:24.49,14,6516
121,245,20,FR,2015-11-09T11:48:24.493,4,6344
122,246,20,FR,2015-11-09T11:48:24.497,16,6454
123,247,20,FR,2015-11-09T11:48:24.5,3,6255
124,248,20,FR,2015-11-09T11:48:24.51,15,6461
125,249,21,FR,2015-11-09T11:48:24.62,8,6949
126,250,21,FR,2015-11-09T11:48:24.62,1,6905
127,251,21,FR,2015-11-09T11:48:24.623,12,6983
128,252,21,FR,2015-11-09T11:48:24.623,4,6915
129,253,21,FR,2015-11-09T11:48:24.627,3,6909
130,254,21,FR,2015-11-09T11:48:24.627,13,7017
131,255,21,FR,2015-11-09T11:48:24.63,9,6943
132,256,21,FR,2015-11-09T11:48:24.63,11,6975
133,257,21,FR,2015-11-09T11:48:24.633,6,6924
134,258,21,FR,2015-11-09T11:48:24.633,10,6969
135,259,21,FR,2015-11-09T11:48:24.637,7,6939
136,260,21,FR,2015-11-09T11:48:24.637,5,6921
137,261,21,FR,2015-11-09T11:48:24.64,2,6901
138,262,22,FR,2015-11-09T11:48:24.767,2,5130
139,263,22,FR,2015-11-09T11:48:24.77,1,5116
140,264,22,FR,2015-11-09T11:48:24.77,3,5119
141,265,22,FR,2015-11-09T11:48:24.79,4,5188
142,266,22,FR,2015-11-09T11:48:24.8,5,5216
143,267,23,FR,2015-11-09T11:48:24.877,2,6183
144,268,23,FR,2015-11-09T11:48:24.883,3,6210
145,269,23,FR,2015-11-09T11:48:24.887,1,6180
146,270,23,FR,2015-11-09T11:48:24.887,5,6375
147,271,23,FR,2015-11-09T11:48:24.89,4,6371
148,272,24,FR,2015-11-09T11:48:25.193,5,7742
149,273,24,FR,2015-11-09T11:48:25.197,4,7738
150,274,24,FR,2015-11-09T11:48:25.197,10,7806
151,275,24,FR,2015-11-09T11:48:25.203,7,7773
152,276,24,FR,2015-11-09T11:48:25.207,15,7857
153,277,24,FR,2015-11-09T11:48:25.21,2,7630
154,278,24,FR,2015-11-09T11:48:25.297,9,7798
155,279,24,FR,2015-11-09T11:48:25.3,3,7726
156,280,24,FR,2015-11-09T11:48:25.307,6,7752
157,281,24,FR,2015-11-09T11:48:25.31,12,7813
158,282,24,FR,2015-11-09T11:48:25.313,1,7633
159,283,24,FR,2015-11-09T11:48:25.317,11,7810
160,284,24,FR,2015-11-09T11:48:25.32,14,7854
161,285,24,FR,2015-11-09T11:48:25.32,13,7851
162,286,24,FR,2015-11-09T11:48:25.323,8,7782
163,287,25,FR,2015-11-09T11:48:25.743,15,8100
164,288,25,FR,2015-11-09T11:48:25.747,13,8329
165,289,25,FR,2015-11-09T11:48:25.747,12,8328
166,290,25,FR,2015-11-09T11:48:25.75,7,8066
167,291,25,FR,2015-11-09T11:48:25.753,6,8132
168,292,25,FR,2015-11-09T11:48:25.757,4,8003
169,293,25,FR,2015-11-09T11:48:25.77,1,7870
170,294,25,FR,2015-11-09T11:48:25.777,11,8327
171,295,25,FR,2015-11-09T11:48:25.78,10,8326
172,296,25,FR,2015-11-09T11:48:25.78,8,8072
173,297,25,FR,2015-11-09T11:48:25.783,5,8058
174,298,25,FR,2015-11-09T11:48:25.79,14,8351
175,299,25,FR,2015-11-09T11:48:25.79,2,7908
176,300,25,FR,2015-11-09T11:48:25.793,3,7914
177,301,25,FR,2015-11-09T11:48:25.817,9,8093
178,302,26,FR,2015-11-09T11:48:26.09,2,8566
179,303,26,FR,2015-11-09T11:48:26.093,3,8363
180,304,26,FR,2015-11-09T11:48:26.137,1,8188
181,305,27,FR,2015-11-09T11:48:26.427,1,8534
182,306,28,FR,2015-11-09T11:48:26.763,13,8998
183,307,28,FR,2015-11-09T11:48:26.767,8,8953
184,308,28,FR,2015-11-09T11:48:26.77,2,8804
185,309,28,FR,2015-11-09T11:48:26.773,12,9077
186,310,28,FR,2015-11-09T11:48:26.777,3,8806
187,311,28,FR,2015-11-09T11:48:26.79,11,8993
188,312,28,FR,2015-11-09T11:48:26.807,4,8839
189,313,28,FR,2015-11-09T11:48:26.81,9,8947
190,314,28,FR,2015-11-09T11:48:26.813,10,8969
191,315,28,FR,2015-11-09T11:48:26.82,7,8932
192,316,28,FR,2015-11-09T11:48:26.86,5,8851
193,317,28,FR,2015-11-09T11:48:26.863,6,8950
194,318,28,FR,2015-11-09T11:48:26.87,1,8728
195,319,29,FR,2015-11-09T11:48:27.32,20,9150
196,320,29,FR,2015-11-09T11:48:27.323,43,9345
197,321,29,FR,2015-11-09T11:48:27.327,36,9288
198,322,29,FR,2015-11-09T11:48:27.33,37,9289
199,323,29,FR,2015-11-09T11:48:27.33,35,9286
200,324,29,FR,2015-11-09T11:48:27.333,21,9143
201,325,29,FR,2015-11-09T11:48:27.337,33,9284
202,326,29,FR,2015-11-09T11:48:27.34,17,9140
203,327,29,FR,2015-11-09T11:48:27.343,34,9285
204,328,29,FR,2015-11-09T11:48:27.343,28,9201
205,329,29,FR,2015-11-09T11:48:27.347,32,9283
206,330,29,FR,2015-11-09T11:48:27.35,2,9086
207,331,29,FR,2015-11-09T11:48:27.353,40,9204
208,332,29,FR,2015-11-09T11:48:27.427,30,9193
209,333,29,FR,2015-11-09T11:48:27.427,6,9133
210,334,29,FR,2015-11-09T11:48:27.43,1,9130
211,335,29,FR,2015-11-09T11:48:27.433,31,9196
212,336,29,FR,2015-11-09T11:48:27.437,26,9187
213,337,29,FR,2015-11-09T11:48:27.44,16,9126
214,338,29,FR,2015-11-09T11:48:27.443,13,9123
215,339,29,FR,2015-11-09T11:48:27.447,29,9190
216,340,29,FR,2015-11-09T11:48:27.45,39,9297
217,341,29,FR,2015-11-09T11:48:27.45,38,9296
218,342,29,FR,2015-11-09T11:48:27.453,15,9120
219,343,29,FR,2015-11-09T11:48:27.457,9,9117
220,344,29,FR,2015-11-09T11:48:27.463,24,9178
221,345,29,FR,2015-11-09T11:48:27.467,7,9114
222,346,29,FR,2015-11-09T11:48:27.47,41,9323
223,347,29,FR,2015-11-09T11:48:27.473,22,9183
224,348,29,FR,2015-11-09T11:48:27.477,12,9111
225,349,29,FR,2015-11-09T11:48:27.48,23,9171
226,350,29,FR,2015-11-09T11:48:27.48,27,9174
227,351,29,FR,2015-11-09T11:48:27.487,10,9107
228,352,29,FR,2015-11-09T11:48:27.49,5,9100
229,353,29,FR,2015-11-09T11:48:27.49,11,9103
230,354,29,FR,2015-11-09T11:48:27.493,8,9097
231,355,29,FR,2015-11-09T11:48:27.493,19,9164
232,356,29,FR,2015-11-09T11:48:27.497,25,9167
233,357,29,FR,2015-11-09T11:48:27.5,42,9333
234,358,29,FR,2015-11-09T11:48:27.51,4,9092
235,359,29,FR,2015-11-09T11:48:27.513,18,9154
236,360,29,FR,2015-11-09T11:48:27.517,3,9089
237,361,29,FR,2015-11-09T11:48:27.52,14,9158
238,362,30,FR,2015-11-09T11:48:27.83,3,9499
239,363,30,FR,2015-11-09T11:48:27.833,1,9366
240,364,30,FR,2015-11-09T11:48:27.84,4,9503
241,365,30,FR,2015-11-09T11:48:27.913,2,9494
242,366,31,FR,2015-11-09T11:48:28.24,5,9996
243,367,31,FR,2015-11-09T11:48:28.247,3,10029
244,368,31,FR,2015-11-09T11:48:28.253,2,9737
245,369,31,FR,2015-11-09T11:48:28.343,1,9730
246,370,31,FR,2015-11-09T11:48:28.347,4,10033
247,371,32,FR,2015-11-09T11:48:28.63,2,10061
248,372,32,FR,2015-11-09T11:48:28.63,1,10011
249,373,32,FR,2015-11-09T11:48:28.653,3,10068
250,374,33,FR,2015-11-09T11:48:28.993,7,10357
251,375,33,FR,2015-11-09T11:48:28.997,13,10387
252,376,33,FR,2015-11-09T11:48:28.997,4,10301
253,377,33,FR,2015-11-09T11:48:29.01,10,10390
254,378,33,FR,2015-11-09T11:48:29.01,1,10206
255,379,33,FR,2015-11-09T11:48:29.013,5,10310
256,380,33,FR,2015-11-09T11:48:29.017,2,10209
257,381,33,FR,2015-11-09T11:48:29.02,6,10342
258,382,33,FR,2015-11-09T11:48:29.027,12,10381
259,383,33,FR,2015-11-09T11:48:29.03,8,10349
260,384,33,FR,2015-11-09T11:48:29.03,11,10370
261,385,33,FR,2015-11-09T11:48:29.033,3,10222
262,386,33,FR,2015-11-09T11:48:29.05,9,10374
263,387,34,FR,2015-11-09T11:48:29.91,3,10500
264,388,34,FR,2015-11-09T11:48:29.94,2,10454
265,389,34,FR,2015-11-09T11:48:29.947,26,10629
266,390,34,FR,2015-11-09T11:48:29.947,1,10450
267,391,34,FR,2015-11-09T11:48:29.95,29,10510
268,392,34,FR,2015-11-09T11:48:29.957,27,10631
269,393,34,FR,2015-11-09T11:48:29.957,28,10630
270,394,34,FR,2015-11-09T11:48:29.96,35,10787
271,395,34,FR,2015-11-09T11:48:29.963,4,10591
272,396,34,FR,2015-11-09T11:48:29.967,32,10734
273,397,34,FR,2015-11-09T11:48:29.973,18,11073
274,398,34,FR,2015-11-09T11:48:29.973,30,10529
275,399,34,FR,2015-11-09T11:48:30.057,19,11075
276,400,34,FR,2015-11-09T11:48:30.057,7,10594
277,401,34,FR,2015-11-09T11:48:30.06,20,11076
278,402,34,FR,2015-11-09T11:48:30.06,8,10595
279,403,34,FR,2015-11-09T11:48:30.063,21,11077
280,404,34,FR,2015-11-09T11:48:30.067,5,10592
281,405,34,FR,2015-11-09T11:48:30.067,6,10593
282,406,34,FR,2015-11-09T11:48:30.07,22,11079
283,407,34,FR,2015-11-09T11:48:30.07,12,10607
284,408,34,FR,2015-11-09T11:48:30.073,34,10780
285,409,34,FR,2015-11-09T11:48:30.1,11,10602
286,410,34,FR,2015-11-09T11:48:30.103,9,10600
287,411,34,FR,2015-11-09T11:48:30.103,10,10601
288,412,34,FR,2015-11-09T11:48:30.107,14,10609
289,413,34,FR,2015-11-09T11:48:30.11,13,10608
290,414,34,FR,2015-11-09T11:48:30.11,36,10826
291,415,34,FR,2015-11-09T11:48:30.12,24,11097
292,416,34,FR,2015-11-09T11:48:30.12,33,10743
293,417,34,FR,2015-11-09T11:48:30.127,23,11096
294,418,34,FR,2015-11-09T11:48:30.127,31,10764
295,419,34,FR,2015-11-09T11:48:30.13,25,10620
296,420,34,FR,2015-11-09T11:48:30.13,17,10619
297,421,34,FR,2015-11-09T11:48:30.137,16,10618
298,422,34,FR,2015-11-09T11:48:30.14,15,10617
299,423,35,FR,2015-11-09T11:48:30.46,21,11012
300,424,35,FR,2015-11-09T11:48:30.47,20,11001
301,425,35,FR,2015-11-09T11:48:30.477,9,10908
302,426,35,FR,2015-11-09T11:48:30.48,14,10973
303,427,35,FR,2015-11-09T11:48:30.483,3,10870
304,428,35,FR,2015-11-09T11:48:30.493,4,10873
305,429,35,FR,2015-11-09T11:48:30.497,13,10961
306,430,35,FR,2015-11-09T11:48:30.5,11,10929
307,431,35,FR,2015-11-09T11:48:30.507,19,10964
308,432,35,FR,2015-11-09T11:48:30.513,1,10845
309,433,35,FR,2015-11-09T11:48:30.52,8,10896
310,434,35,FR,2015-11-09T11:48:30.523,2,11165
311,435,35,FR,2015-11-09T11:48:30.527,7,10893
312,436,35,FR,2015-11-09T11:48:30.53,17,10988
313,437,35,FR,2015-11-09T11:48:30.533,10,10920
314,438,35,FR,2015-11-09T11:48:30.537,12,10958
315,439,35,FR,2015-11-09T11:48:30.54,6,10888
316,440,35,FR,2015-11-09T11:48:30.543,15,10978
317,441,35,FR,2015-11-09T11:48:30.55,16,10981
318,442,35,FR,2015-11-09T11:48:30.55,5,10883
319,443,35,FR,2015-11-09T11:48:30.553,18,11034
320,444,36,FR,2015-11-09T11:48:30.87,2,11209
321,445,36,FR,2015-11-09T11:48:30.9,4,11242
322,446,36,FR,2015-11-09T11:48:30.907,8,11427
323,447,36,FR,2015-11-09T11:48:30.913,9,11576
324,448,36,FR,2015-11-09T11:48:30.917,5,11247
325,449,36,FR,2015-11-09T11:48:30.953,3,11229
326,450,36,FR,2015-11-09T11:48:30.96,10,11555
327,451,36,FR,2015-11-09T11:48:30.96,1,11203
328,452,36,FR,2015-11-09T11:48:30.967,6,11525
329,453,36,FR,2015-11-09T11:48:30.97,7,11379
330,454,37,FR,2015-11-09T11:48:31.27,15,11864
331,455,37,FR,2015-11-09T11:48:31.273,2,11592
332,456,37,FR,2015-11-09T11:48:31.283,13,11796
333,457,37,FR,2015-11-09T11:48:31.283,12,11726
334,458,37,FR,2015-11-09T11:48:31.287,14,11825
335,459,37,FR,2015-11-09T11:48:31.293,1,11584
336,460,37,FR,2015-11-09T11:48:31.297,7,11755
337,461,37,FR,2015-11-09T11:48:31.3,8,11720
338,462,37,FR,2015-11-09T11:48:31.303,3,11617
339,463,37,FR,2015-11-09T11:48:31.313,6,11732
340,464,37,FR,2015-11-09T11:48:31.317,16,11882
341,465,37,FR,2015-11-09T11:48:31.323,4,11764
342,466,37,FR,2015-11-09T11:48:31.343,10,11729
343,467,37,FR,2015-11-09T11:48:31.347,11,11784
344,468,37,FR,2015-11-09T11:48:31.35,5,12222
345,469,37,FR,2015-11-09T11:48:31.353,9,11773
346,470,37,FR,2015-11-09T11:48:31.357,17,11878
347,471,38,FR,2015-11-09T11:48:31.907,87,12197
348,472,38,FR,2015-11-09T11:48:31.91,86,12192
349,473,38,FR,2015-11-09T11:48:31.91,50,12397
350,474,38,FR,2015-11-09T11:48:31.913,49,12396
351,475,38,FR,2015-11-09T11:48:31.917,90,12206
352,476,38,FR,2015-11-09T11:48:31.92,46,12393
353,477,38,FR,2015-11-09T11:48:31.923,89,12203
354,478,38,FR,2015-11-09T11:48:31.927,45,12392
355,479,38,FR,2015-11-09T11:48:31.93,48,12395
356,480,38,FR,2015-11-09T11:48:31.93,47,12394
357,481,38,FR,2015-11-09T11:48:31.933,88,12200
358,482,38,FR,2015-11-09T11:48:31.937,94,12212
359,483,38,FR,2015-11-09T11:48:31.94,54,12415
360,484,38,FR,2015-11-09T11:48:31.94,96,12219
361,485,38,FR,2015-11-09T11:48:31.943,95,12216
362,486,38,FR,2015-11-09T11:48:31.947,18,12164
363,487,38,FR,2015-11-09T11:48:31.95,52,12358
364,488,38,FR,2015-11-09T11:48:31.953,51,12357
365,489,38,FR,2015-11-09T11:48:31.953,39,12356
366,490,38,FR,2015-11-09T11:48:31.957,38,12355
367,491,38,FR,2015-11-09T11:48:31.96,17,12161
368,492,38,FR,2015-11-09T11:48:31.96,37,12354
369,493,38,FR,2015-11-09T11:48:31.963,36,12353
370,494,38,FR,2015-11-09T11:48:31.967,35,12352
371,495,38,FR,2015-11-09T11:48:31.97,91,12171
372,496,38,FR,2015-11-09T11:48:31.973,103,12178
373,497,38,FR,2015-11-09T11:48:31.977,43,12380
374,498,38,FR,2015-11-09T11:48:31.98,44,12381
375,499,38,FR,2015-11-09T11:48:31.98,41,12378
376,500,38,FR,2015-11-09T11:48:31.983,42,12379
377,501,38,FR,2015-11-09T11:48:31.987,40,12377
378,502,38,FR,2015-11-09T11:48:31.99,26,12321
379,503,38,FR,2015-11-09T11:48:31.99,1,12017
380,504,38,FR,2015-11-09T11:48:31.993,28,12323
381,505,38,FR,2015-11-09T11:48:31.997,27,12322
382,506,38,FR,2015-11-09T11:48:32,29,12325
383,507,38,FR,2015-11-09T11:48:32,3,12020
384,508,38,FR,2015-11-09T11:48:32.003,4,12023
385,509,38,FR,2015-11-09T11:48:32.007,9,12026
386,510,38,FR,2015-11-09T11:48:32.013,31,12344
387,511,38,FR,2015-11-09T11:48:32.017,32,12345
388,512,38,FR,2015-11-09T11:48:32.02,53,12346
389,513,38,FR,2015-11-09T11:48:32.02,60,12348
390,514,38,FR,2015-11-09T11:48:32.023,84,12349
391,515,38,FR,2015-11-09T11:48:32.027,33,12350
392,516,38,FR,2015-11-09T11:48:32.03,34,12351
393,517,38,FR,2015-11-09T11:48:32.03,2,12014
394,518,38,FR,2015-11-09T11:48:32.033,97,12224
395,519,38,FR,2015-11-09T11:48:32.04,98,12228
396,520,38,FR,2015-11-09T11:48:32.073,99,12231
397,521,38,FR,2015-11-09T11:48:32.077,100,12235
398,522,38,FR,2015-11-09T11:48:32.08,20,12303
399,523,38,FR,2015-11-09T11:48:32.08,101,12238
400,524,38,FR,2015-11-09T11:48:32.083,25,12306
401,525,38,FR,2015-11-09T11:48:32.087,102,12241
402,526,38,FR,2015-11-09T11:48:32.09,30,12307
403,527,38,FR,2015-11-09T11:48:32.093,21,12304
404,528,38,FR,2015-11-09T11:48:32.093,22,12305
405,529,38,FR,2015-11-09T11:48:32.097,19,12310
406,530,38,FR,2015-11-09T11:48:32.1,85,12308
407,531,38,FR,2015-11-09T11:48:32.103,5,12248
408,532,38,FR,2015-11-09T11:48:32.103,23,12314
409,533,38,FR,2015-11-09T11:48:32.107,24,12315
410,534,38,FR,2015-11-09T11:48:32.11,11,12254
411,535,38,FR,2015-11-09T11:48:32.11,10,12085
412,536,38,FR,2015-11-09T11:48:32.12,7,12046
413,537,38,FR,2015-11-09T11:48:32.12,6,12039
414,538,38,FR,2015-11-09T11:48:32.123,8,12055
415,539,38,FR,2015-11-09T11:48:32.127,82,12499
416,540,38,FR,2015-11-09T11:48:32.13,81,12498
417,541,38,FR,2015-11-09T11:48:32.13,76,12456
418,542,38,FR,2015-11-09T11:48:32.133,77,12457
419,543,38,FR,2015-11-09T11:48:32.137,78,12458
420,544,38,FR,2015-11-09T11:48:32.14,14,12137
421,545,38,FR,2015-11-09T11:48:32.14,79,12459
422,546,38,FR,2015-11-09T11:48:32.143,80,12460
423,547,38,FR,2015-11-09T11:48:32.147,83,12461
424,548,38,FR,2015-11-09T11:48:32.147,70,12462
425,549,38,FR,2015-11-09T11:48:32.15,71,12463
426,550,38,FR,2015-11-09T11:48:32.153,65,12450
427,551,38,FR,2015-11-09T11:48:32.153,66,12451
428,552,38,FR,2015-11-09T11:48:32.157,67,12452
429,553,38,FR,2015-11-09T11:48:32.16,68,12453
430,554,38,FR,2015-11-09T11:48:32.16,69,12454
431,555,38,FR,2015-11-09T11:48:32.163,92,12132
432,556,38,FR,2015-11-09T11:48:32.167,75,12455
433,557,38,FR,2015-11-09T11:48:32.17,16,12154
434,558,38,FR,2015-11-09T11:48:32.173,73,12465
435,559,38,FR,2015-11-09T11:48:32.177,72,12464
436,560,38,FR,2015-11-09T11:48:32.18,93,12146
437,561,38,FR,2015-11-09T11:48:32.187,74,12466
438,562,38,FR,2015-11-09T11:48:32.19,15,12150
439,563,38,FR,2015-11-09T11:48:32.19,57,12418
440,564,38,FR,2015-11-09T11:48:32.193,58,12419
441,565,38,FR,2015-11-09T11:48:32.197,55,12416
442,566,38,FR,2015-11-09T11:48:32.2,56,12417
443,567,38,FR,2015-11-09T11:48:32.2,59,12420
444,568,38,FR,2015-11-09T11:48:32.203,64,12440
445,569,38,FR,2015-11-09T11:48:32.207,12,12127
446,570,38,FR,2015-11-09T11:48:32.21,63,12439
447,571,38,FR,2015-11-09T11:48:32.21,62,12438
448,572,38,FR,2015-11-09T11:48:32.213,61,12437
449,573,38,FR,2015-11-09T11:48:32.217,13,12118
450,574,39,FR,2015-11-09T11:48:32.363,3,7788
451,575,39,FR,2015-11-09T11:48:32.367,2,7765
452,576,39,FR,2015-11-09T11:48:32.387,1,7748
453,577,40,FR,2015-11-09T11:48:32.587,9,7997
454,578,40,FR,2015-11-09T11:48:32.59,6,7921
455,579,40,FR,2015-11-09T11:48:32.593,2,7874
456,580,40,FR,2015-11-09T11:48:32.603,12,8025
457,581,40,FR,2015-11-09T11:48:32.61,3,7892
458,582,40,FR,2015-11-09T11:48:32.613,8,7994
459,583,40,FR,2015-11-09T11:48:32.617,7,7960
460,584,40,FR,2015-11-09T11:48:32.637,11,8018
461,585,40,FR,2015-11-09T11:48:32.64,4,7899
462,586,40,FR,2015-11-09T11:48:32.65,10,8007
463,587,40,FR,2015-11-09T11:48:32.653,5,7933
464,588,40,FR,2015-11-09T11:48:32.66,1,7865
465,589,41,FR,2015-11-09T11:48:32.977,7,8279
466,590,41,FR,2015-11-09T11:48:33,4,8241
467,591,41,FR,2015-11-09T11:48:33.003,1,8209
468,592,41,FR,2015-11-09T11:48:33.007,12,8466
469,593,41,FR,2015-11-09T11:48:33.027,9,8310
470,594,41,FR,2015-11-09T11:48:33.033,2,8182
471,595,41,FR,2015-11-09T11:48:33.043,6,8270
472,596,41,FR,2015-11-09T11:48:33.053,10,8405
473,597,41,FR,2015-11-09T11:48:33.063,5,8250
474,598,41,FR,2015-11-09T11:48:33.07,11,8400
475,599,41,FR,2015-11-09T11:48:33.077,8,8298
476,600,41,FR,2015-11-09T11:48:33.08,3,8205
477,601,42,FR,2015-11-09T11:48:33.34,5,8756
478,602,42,FR,2015-11-09T11:48:33.35,8,8845
479,603,42,FR,2015-11-09T11:48:33.353,4,8722
480,604,42,FR,2015-11-09T11:48:33.367,6,8789
