"ID","Language","IdSubject","VoteId","PersonNumber","Type","Text","MeetingCouncilAbbreviation","MeetingDate","MeetingVerbalixOid","IdSession","SpeakerFirstName","SpeakerLastName","SpeakerFullName","CouncilId","CouncilName","CantonId","CantonName","CantonAbbreviation","ParlGroupName","ParlGroupAbbreviation","SortOrder","Start","End","Function","DisplaySpeaker","LanguageOfText","Modified"
"34022","FR","5870","3872",,2,"<pd_text><p><i>Gesamtabstimmung - Vote sur l'ensemble</i></p>
<p>[NAM]</p>
<p>Für Annahme des Entwurfes .... 103 Stimmen</p>
<p>Dagegen .... 37 Stimmen</p>
</pd_text>","N","20030508",1058,"4618",,,"",,,,,,,,6,,,,,"DE",2015-11-09T11:50:42,
